BPSC,https://www.bpsc.bih.nic.in/
BSSC,https://bssc.bihar.gov.in/NoticeBoard.htm
BPSSC,https://bpssc.bihar.gov.in/
BCECEB,https://bceceboard.bihar.gov.in/
BSCB,https://biharscb.co.in/career/
BSEB,https://secondary.biharboardonline.com/
PHED,https://state.bihar.gov.in/health/CitizenHome.html
BTSC,https://btsc.bihar.gov.in/index.php/
Bihar Energy Department,https://state.bihar.gov.in/energy/SectionInformation.html?editForm&rowId=3958
